Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Africa Eastern and Southern,AFE,2.194318527,-2.864292511,4.576392802,3.553878364
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Africa Western and Central,AFW,3.232902512,-1.00399404,4.037629514,3.789679846
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Arab World,ARB,1.583714664,-4.711784243,4.031106353,5.721433109
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Caribbean small states,CSS,1.055087902,-9.602316206,10.44295582,23.0676038
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central Europe and the Baltics,CEB,4.005992822,-3.329068508,6.53215013,4.067238251
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Early-demographic dividend,EAR,2.357443408,-4.176095459,7.408846294,5.520735698
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific,EAS,3.961914807,-0.13403868,6.220399975,2.868762261
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (excluding high income),EAP,5.784281465,1.243677937,7.602320292,3.386209854
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,5.784202076,1.243567405,7.602004541,3.3861527
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Euro area,EMU,1.628394652,-6.048673354,6.361155565,3.546043469
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia,ECS,1.855910001,-5.410367964,6.744232825,3.245424922
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (excluding high income),ECA,2.307119781,0.291994242,9.044848348,3.103651611
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,2.698323364,-1.462933314,7.391998517,1.730377957
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,European Union,EUU,1.875721582,-5.576921085,6.357771334,3.497703287
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fragile and conflict affected situations,FCS,2.293659501,-5.060523415,2.476908576,1.098739163
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,4.424409403,0.23286652,4.266050974,4.810998344
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,High income,HIC,1.906097583,-3.86785581,5.778494231,2.898925841
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IBRD only,IBD,3.968120592,-1.326522039,7.540770624,3.561485841
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA & IBRD total,IBT,3.969397492,-1.291510788,7.306454494,3.617080896
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA blend,IDB,2.841576525,-1.523520183,5.172331114,4.256206737
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA only,IDX,5.021661205,-0.278917782,3.835980523,4.362101325
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA total,IDA,3.984982856,-0.864245918,4.460277709,4.312293789
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Late-demographic dividend,LTE,4.655641578,0.212543196,7.480010748,3.141934606
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean,LCN,0.683718079,-6.594182117,7.048947577,3.963515512
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,0.627524013,-6.469955035,6.863152703,3.849238889
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.681040123,-6.508201195,7.25639389,3.988050986
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Least developed countries: UN classification,LDC,5.075955233,-0.112639131,2.830079741,4.640437711
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low & middle income,LMY,4.073281001,-1.119716999,7.337700987,3.815296992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low income,LIC,4.299694201,0.320842852,2.174783405,3.66998545
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,4.080214853,-3.599056405,6.660980441,5.835270947
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa,MEA,1.261511646,-3.417689588,4.802550975,5.63441269
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (excluding high income),MNA,0.905110666,-3.220417691,4.333063891,4.106014533
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,0.90064982,-3.141109552,4.309042918,4.106228449
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,4.069871411,-1.141458515,7.416774434,3.817413926
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,2.530365593,-2.387613184,5.996876288,2.611585921
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Not classified,INX,null,null,null,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,1.858230751,-3.89788254,5.921184331,3.03275924
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,3.844223093,-5.863820009,7.093733063,4.886846816
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,1.152065648,-10.14403852,-2.697531272,9.145807914
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Post-demographic dividend,PST,1.836401756,-4.078746824,5.640371312,2.710613015
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pre-demographic dividend,PRE,3.312289697,-2.559131954,3.196054152,4.148162935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,3.2578815,-6.66300887,7.202623215,8.006409244
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,3.924325624,-4.582701819,8.763614208,6.313203718
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,3.924325624,-4.582701819,8.763614208,6.313203718
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,2.668540972,-2.01020207,4.326498682,3.662947127
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,2.665657909,-2.000071335,4.330037914,3.652721799
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,2.668540972,-2.01020207,4.326498682,3.662947127
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,4.067171623,-0.499909451,7.607927072,3.311556004
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2.675966292,-2.878323196,6.350089576,3.238021262
